Year,Quarter,GDP_Growth,Inflation,Industrial_Production,Job_Market,Recession_Indicator
2018,Q3,1.3264457760095316,8.801221784510144,4.841933917185635,38597,0
2017,Q3,5.116357178950771,1.5435763251300094,-4.6966075318168174,64217,0
2014,Q2,0.05346160854364457,10.951952816646374,4.985981679365432,29832,0
2022,Q3,9.38413743858144,5.808690723052124,1.2362783286131602,57818,0
2011,Q3,4.148151193889472,11.766084984126001,0.5870699459609652,15864,0
2014,Q1,4.023349552373327,7.393444283769041,-4.404875574360256,11177,0
2017,Q2,3.905936075817822,2.7131178663800455,-2.266711233341093,49115,0
2019,Q3,0.6932833038776476,11.021427170330165,4.246626882915956,59210,0
2018,Q4,6.383222397918265,3.7821593375841536,-1.4575399681075574,54954,0
2021,Q3,7.330036196283533,7.362154519020642,1.6165320046725098,14844,1
2021,Q1,6.7612539758829024,1.1329990373536143,4.994963504187217,77130,1
2021,Q4,1.384354933293943,9.26799981618055,-2.3693028616645884,16418,1
2022,Q1,5.788401680355926,9.987866493244159,0.7608087901449379,37854,0
2018,Q3,5.694844841722539,5.680113149591754,1.9643779270221318,78955,0
2022,Q4,8.684107879413821,14.316341704816107,-3.3537275343458486,46950,0
2022,Q2,3.7912765837564697,13.112533822231025,-3.513274363038179,68227,0
2010,Q2,3.714859436594342,10.619113736099921,-0.4369208834182672,15835,0
2018,Q4,6.185270587181856,10.70478111740614,-1.1418747824071063,20533,0
2016,Q4,6.33072653499513,3.786025724132269,2.142154368573138,13223,0
2018,Q1,4.692852273257904,9.852228466326734,-4.3049122855141375,13273,0
2017,Q4,4.430593623304211,2.973093978532795,4.721666237406904,36519,0
2010,Q1,4.941476706378827,2.160048358797332,-4.857230183141676,27160,0
2021,Q3,8.61045299503312,14.992018413038704,1.0131682433615117,77385,1
2017,Q1,4.6116690125391,9.335638972097613,0.626325958673883,51988,0
2017,Q4,9.399317919698225,6.464818089857857,-3.6528426913027423,13348,0
2020,Q4,5.040037635963261,4.32246784325927,-3.490840172864702,86460,1
2012,Q3,9.492006931808914,9.058806654933411,2.9267748779462677,70519,0
2010,Q4,8.328319018690758,0.7439026233012919,3.8756245841268306,17629,0
2017,Q4,3.624313226158291,1.420214857571926,-2.1698303411623043,52056,0
2012,Q2,8.63641421296616,0.4928504661059452,-0.620360360374316,14273,0
2012,Q2,1.1006328420111522,7.487547498939926,-1.4500495896164645,43416,0
2010,Q3,9.250471753430144,9.009099437807738,-4.274529870133481,10894,0
2020,Q1,6.316435150828916,0.9371964203673128,1.7320424601580946,49073,0
2014,Q2,0.5439074852231118,10.818367012483748,3.251929348056901,48693,0
2019,Q1,6.442567236508116,3.4559260727184657,-1.9512064260879294,54466,0
2016,Q4,9.74247654144756,10.278021806547992,4.901757936307183,27343,0
2019,Q2,0.6980065461462892,14.728457100528685,-4.2414844271764505,46095,0
2018,Q3,5.546877097800863,10.366588050807767,1.6179071381452097,34174,0
2021,Q3,7.477943497593724,13.247895793854127,-0.5177198547391102,53801,1
2016,Q3,8.102585866995312,14.222977601146011,-0.5339809889334415,75436,0
2018,Q2,4.138274653207958,7.301265725284733,-0.42354383966459785,72336,0
2017,Q1,2.0416655916824302,10.534874691295602,-2.4131822619857157,45926,0
2021,Q4,0.42342278772383835,12.779538803337626,2.155628273322324,75590,1
2011,Q1,5.797261570972248,5.349133693115792,2.2157652608502687,41827,0
2010,Q1,4.529110702676108,3.9209597484059233,-2.1760288989417296,47775,0
2016,Q4,9.48744395149711,14.19897859167508,3.3530646085845017,44201,0
2016,Q4,0.6060490771490978,10.89455250553227,-1.8315505634967,32373,0
2017,Q2,6.853953434460057,3.2952320006373945,2.250931239865422,30525,0
2014,Q2,0.2496622212005717,6.736250890141701,-3.7900023248793357,75651,0
2012,Q2,1.7143417671054273,11.946776543067141,-3.312983571962543,33486,0
2021,Q2,4.535789999228341,8.205944863776631,-1.8420435549174883,81604,1
2017,Q2,4.548724428028682,9.749281472488336,0.9387376766786151,21640,0
2015,Q4,6.857005429336439,11.306523030675786,1.4551148547869932,64455,0
2020,Q1,9.102130348677566,9.330137832134708,-1.0364382803252514,39136,0
2012,Q2,6.390321589149208,8.101189828832936,-4.22160846889486,65425,0
2010,Q2,9.535350978515089,11.244214265816602,-1.2636534790727572,59539,0
2012,Q1,8.816156398779976,10.91344553148301,1.8876751595915149,84664,0
2014,Q2,5.844997955307902,9.448086002747683,1.709954611303159,27942,0
2012,Q1,8.337919509188273,5.396841200728944,-3.3980358679455724,71363,0
2010,Q1,6.42577610323634,6.087181383004074,-4.922160297310328,61596,0
2014,Q4,0.7855783092372715,14.556578233261462,2.5298161729611675,84526,0
2019,Q3,7.4056472325951,1.6857889843728873,-3.936318336147563,38255,0
2016,Q4,0.9490844126734621,4.0275737587925295,-4.176508560357145,65129,0
2016,Q3,5.940827805697124,7.386026388065035,-4.972987831658365,88523,0
2020,Q3,7.026402058582288,12.550945292156788,-0.6739867404307276,65286,1
2018,Q3,0.6652760821085524,2.455134955945918,0.03263900900814409,89437,0
2019,Q2,2.3079465392653176,4.154319271869148,1.3766404614859065,19277,0
2019,Q4,9.156722322616499,0.9869732669285847,-2.0393615928741413,4643,0
2021,Q3,6.163144922328963,10.589778990762277,2.1042471638677993,26729,1
2022,Q1,2.462860188105316,3.573141532134242,-3.3066814259305843,89623,0
2012,Q2,6.906797711480066,5.830121260064257,3.319900531103473,24818,0
2016,Q4,5.967764199616896,6.655521705445018,0.7184832889044559,68555,0
2010,Q3,5.015756999179484,13.369709034096836,0.8388982337204842,56629,0
2013,Q1,9.761869749880837,6.169954354968552,-2.9022458622089187,58438,0
2022,Q4,6.8345377740750894,2.178375298728736,-4.258912506996118,12457,0
2013,Q4,3.7544110966791266,7.864724075101815,-0.3527519691932852,62629,0
2014,Q2,8.00073432076868,14.444369919729445,1.1561195192235898,36922,0
2016,Q4,8.845832929211877,9.115284615762166,-4.049535413383144,12820,0
2016,Q2,1.2522055951683142,14.750808306908588,4.505344745281667,35750,0
2022,Q3,2.005529778452665,12.616609634083051,4.804143602328068,40790,0
2020,Q2,2.1622700912777972,0.539486343201192,0.4545669539249193,37421,1
2022,Q1,6.912118093865404,9.875993930655628,4.500691552734061,71038,0
2013,Q2,6.030395550532833,4.301503163368255,-3.2055476241914693,85201,0
2022,Q1,6.189915646985882,8.394252834670858,-4.745793148204751,65325,0
2016,Q2,9.40773299689501,4.190177863968398,-4.605904647096101,28600,0
2020,Q4,7.75911532807306,5.233056249079356,0.8751247942677907,32394,1
2012,Q3,1.2793692451178318,13.84753067631269,-4.383581165631765,82622,0
2015,Q1,3.4750708242518105,3.0996477733755796,4.585456068240871,39171,0
2021,Q2,4.353936461757356,13.111636770387458,-3.580667892406014,64526,1
2011,Q2,3.959615887476049,0.4568671210574521,-1.9527719394702139,16149,0
2019,Q2,6.693086091618792,1.3631480755447256,3.2251780199834847,33394,0
2022,Q4,8.918931032565625,12.820125620763953,-2.812596768959069,17396,0
2018,Q4,3.06051463522788,9.45834046363793,-2.570315415454294,26324,0
2014,Q1,5.518771364211856,11.208542070593253,1.423089557910182,50198,0
2015,Q1,7.894094219135857,3.1412650623278138,-2.2391391151073767,85705,0
2021,Q4,4.162180588453493,8.056251833851553,-2.825523659922997,34016,1
2021,Q1,1.6811812839929585,11.058288353569571,-2.458222856943425,6194,1
2021,Q3,4.7495096526374825,9.409712055153937,-0.09352500659273133,35398,1
2021,Q3,0.5522252074302847,7.075481503368143,4.660998727314821,7789,1
2013,Q4,9.423834540022769,14.396756796565722,3.322379415612284,88695,0
2020,Q1,0.7482120519497304,10.142360001801679,-2.1538973543982287,67967,0
2019,Q2,4.384567152505782,13.616262003618568,-1.366267915019023,64134,0
2016,Q3,5.298812610885262,10.946557673605218,-0.3548774949592257,73886,0
2021,Q4,9.853038322872855,11.031952928965246,4.789296470169903,27977,1
2018,Q1,1.6602182364286078,1.2002740463651902,-3.2760953166428433,3129,0
2016,Q4,1.1443151861235856,5.391969327809154,-1.4251689650811716,62683,0
2010,Q2,0.08706147062543579,12.875541100794877,2.29426093982715,48331,0
2010,Q3,1.555714368693023,3.489057932231339,4.639437342689433,37626,0
2018,Q4,2.072729790676676,1.7325879923469927,-3.443247872357623,51503,0
2020,Q4,6.3058094158309235,4.891590849581902,-2.7262004580565424,30549,1
2018,Q4,2.1970679039140038,3.3065682733892094,-2.7430532560956977,15342,0
2013,Q2,0.2052081472932521,13.879322921897327,-4.790679705079265,39417,0
2022,Q4,8.266183455024887,13.019499630031968,1.0411562498094948,79514,0
2018,Q2,3.6559570100396677,7.495248454243563,1.7070307414589383,55249,0
2012,Q2,3.536966865807339,0.9201581172580203,1.025258901252534,55664,0
2016,Q2,3.024790291679266,10.718435191397344,-4.286770105871857,11833,0
2015,Q3,9.75373277146421,9.351175970043968,-4.307698742543683,63658,0
2017,Q3,1.7011541730928148,14.558320060927437,-2.8961344550587595,32473,0
2020,Q4,8.982380639532352,8.384298604055655,-2.097054843010854,3737,1
2018,Q4,7.76803332139888,5.045905851043641,2.8654365591004733,49647,0
2014,Q3,0.7647995549931308,7.785325403678336,-3.4060973425107886,67054,0
2010,Q1,9.867291015008487,14.688949371067745,-4.559077836024679,4299,0
2012,Q3,2.7136596353901057,10.445436487995458,-1.0601249228694485,66281,0
2019,Q2,0.9858292702241234,10.079642068905766,-0.8360782985807971,68875,0
2021,Q3,8.293142341257594,3.6102238458882807,-0.4909266181104579,35920,1
2017,Q2,7.066755336776999,11.154037763409265,3.269035440269686,57836,0
2020,Q4,6.172188058779008,11.254077442076577,-4.019945851290583,45381,1
2015,Q1,1.5598086369893316,4.759334756638579,2.0394208242196212,87971,0
2017,Q4,4.784961162559619,7.255707485860698,-1.6205442895470923,59298,0
2018,Q2,7.805560268872139,4.419049994106841,-1.9001986356453004,27509,0
2013,Q2,3.0362393814384028,3.8805760548643002,4.3254312608598,45095,0
2010,Q2,3.1168982851504143,0.3884410537422772,-2.5153147558325797,54524,0
2010,Q1,0.03140906048122116,4.278176169799981,1.4253183533936635,69909,0
2019,Q3,1.7424340164537955,8.309549248174124,-2.2487224262390795,75618,0
2013,Q4,8.754056251218342,0.024017813235432395,0.0714388264038508,28532,0
2021,Q4,4.417464916377071,4.248286257145011,2.8629289259627786,63285,1
2016,Q3,9.842344992344339,13.22115498484875,3.8172252351626064,21866,0
2011,Q4,3.9570796357379256,8.904728776610412,3.3869724029505033,10593,0
2012,Q1,7.151864547802412,9.117942361214707,0.8218073614463979,12495,0
2010,Q4,2.8191904290472913,6.050464575395298,-2.5118368466177787,10837,0
2014,Q2,3.638096411409335,10.147082152386165,1.612333832618658,79708,0
2010,Q3,1.9072598759089465,2.8489914934553875,2.0990504577960802,21680,0
2017,Q1,3.47062368499395,12.281202155762875,-4.893080098864986,58476,0
2010,Q3,5.472375204206431,1.750336799038497,-0.607894890681254,33346,0
2020,Q1,9.917728809792495,9.84002031979664,3.4326204282176427,26412,0
2010,Q2,6.642017130717857,5.117239887295246,-0.1041240375695267,33804,0
2011,Q3,1.9924595440831405,11.212694558737152,-1.8862455783667889,68206,0
2011,Q4,0.4496144159155113,8.2464682689903,3.717977710246627,13934,0
2021,Q1,1.263564813145106,6.785295577180744,-3.441193024701943,33723,1
2015,Q3,5.6255520127304735,2.541336031398705,-2.935547675837996,23405,0
2016,Q4,7.651603288167664,9.552321964265293,1.8737236693613335,21748,0
2014,Q3,9.404192073007469,14.621547651306196,-1.4756405847342502,73766,0
2010,Q3,0.15823171996820817,12.384051373605224,2.130168357337789,49413,0
2010,Q3,5.227601415618698,0.900122888835177,-3.422963787405081,25354,0
2012,Q1,4.708673562231768,5.6434406754178665,-2.4773091039915407,77490,0
2011,Q4,6.56055021975704,13.883745137854078,-3.433526216363665,20388,0
2014,Q2,5.59578854465342,7.545656213355321,4.529103135635097,39523,0
2021,Q1,6.870391505824806,9.931677387122688,-0.9459603914907593,60693,1
2019,Q1,6.580825847491903,13.688990183870857,-1.62780090089774,38732,0
2015,Q1,1.170117248579462,13.10692035629821,-4.857978438292353,44646,0
2016,Q2,7.997179136187196,7.527305633107664,-3.465824205891126,24021,0
2013,Q4,1.2323257571632484,6.564694539864031,-0.7886414375750048,55776,0
2016,Q4,6.985306252091371,5.0953892771938065,-4.3149720742810596,22116,0
2020,Q4,4.161453676406067,10.785291647443367,0.10739329506216944,75009,1
2017,Q3,5.138507345765979,4.304801992073149,-0.4498456153555219,79620,0
2020,Q3,9.032980143757106,3.7483140964635018,2.67168140344352,47771,1
2010,Q3,8.898837264734865,5.343748419056701,1.5980270140031658,31756,0
2015,Q2,8.178563056550296,2.6582258531818805,-0.5405269467942624,85604,0
2017,Q3,5.101483804563233,10.42679723918651,-2.753392998949286,5919,0
2014,Q2,7.362398101338331,9.243609739959185,2.268635660178063,26550,0
2013,Q4,5.1289705551880935,7.243178011737654,2.078621034542042,39524,0
2011,Q3,8.696060824747775,5.85488668892332,-3.467038394846126,57606,0
2015,Q3,4.0277583323289985,13.635938143450973,4.147518314254027,71819,0
2015,Q1,9.702353444148768,0.43685677483657925,-4.355948839849568,73227,0
2020,Q2,9.323227582288776,11.536616152609488,-4.449622911072838,26212,1
2010,Q4,7.416026194517855,13.528643576233332,-3.12649582337573,43118,0
2018,Q1,2.79415884176072,6.69531869144889,4.094607980487712,31602,0
2021,Q1,1.316535887932584,8.260357372059701,0.19998124036921805,20540,1
2020,Q4,8.547034500931975,14.166955318230569,2.879409206729001,38829,1
2015,Q1,1.6530228613796127,3.184162729282716,-2.721568119234994,59309,0
2022,Q2,8.542607889973358,7.802022716770273,-0.09778025346259156,68403,0
2012,Q2,4.907650067123605,7.120816906923194,-1.4171053637611775,74455,0
2013,Q3,4.0655678380810425,3.8758897180555514,3.2782860706619275,25277,0
2021,Q1,9.031907788344292,12.27889845559662,-4.773955606407734,62673,1
2020,Q3,6.038509825402779,13.494008921448538,-2.561572700338947,20676,1
2013,Q1,5.766140071297178,11.728988696823134,-3.474257756976212,45844,0
2012,Q2,5.587659446243976,2.9303844127291256,3.5918903872156935,67708,0
2019,Q2,3.711695160195314,1.3012295325207235,-0.324561503062343,12752,0
2012,Q2,7.856431035291273,9.081667279580135,-0.957799561067838,84548,0
2012,Q1,2.52798444015773,0.856421407648259,-0.5051723789892018,77711,0
2013,Q2,9.38894960041275,10.092388328371264,4.719245507023352,43670,0
2016,Q1,8.939852050469607,7.95636330490864,3.502673943359241,70603,0
2013,Q3,3.3748032567489816,9.941785991154953,2.0636877185030755,34478,0
2018,Q1,7.294637698316637,8.85256160474616,-2.095210407767454,29439,0
2010,Q3,5.732231944495915,6.340538542907591,-3.3482700048155225,37747,0
2017,Q1,3.376493019992346,3.013157702103424,4.214336290244534,32810,0
2016,Q3,9.885216479954467,4.5855320371573285,-0.7692447720351714,21302,0
2011,Q2,0.25237345848264203,7.867508613284647,-2.2124420053137084,69236,0
2017,Q3,2.5264603062128668,9.778021404714089,-0.29079173582364604,67467,0
2010,Q2,5.200740611111504,11.692245253267927,4.178474228203521,37841,0
2020,Q2,5.219530034785639,11.507560776735913,-1.1293268660870681,47713,1
2021,Q3,5.889330749455642,14.590331148916281,0.6264099724809942,52546,1
2018,Q1,7.5167617202291925,4.287621729951142,3.0296630110856686,6048,0
2018,Q1,6.234778305192964,1.0666606232015519,-0.7286746895160876,36290,0
2011,Q4,6.00281460528037,5.184854033127889,-2.664581980736317,61906,0
2016,Q1,0.5351446291304329,11.14941712836115,4.945257483830334,79637,0
2019,Q4,3.7653028778929833,6.571674765499428,4.565708574521597,32778,0
2012,Q1,2.32055739701156,12.26682645884129,3.434791691255141,30425,0
2016,Q1,2.6537011160197546,8.239895477790224,1.8837387938592256,86388,0
2021,Q2,5.543374743403449,13.946875839457546,-2.0513437193030306,61176,1
2019,Q4,1.9950531492960843,14.217951629986032,4.134129381640321,15674,0
2018,Q1,2.9394910101689753,1.0395675902812307,-2.2444332987877127,65402,0
2013,Q4,2.370847085173401,6.846201595686365,3.008094946768324,36053,0
2021,Q2,9.485029432181948,9.14533591874352,4.1825816794130635,14957,1
2010,Q2,9.446657321710951,3.8380881121831916,1.0300384042991153,75644,0
2011,Q4,6.099415585960517,6.106151690684704,3.0305621789117883,56616,0
2010,Q2,9.245224687318998,10.165223116765475,2.9169509920174663,20829,0
2021,Q3,7.858126454683731,3.4010134034754214,-3.068422488790201,8837,1
2014,Q3,5.899478828018088,9.029720294616787,1.6792447359608467,67141,0
2014,Q2,0.06435211496795712,10.461717422464591,-4.065320630955565,18032,0
2020,Q3,7.725162860794041,1.3574446664380013,0.07850143137481336,29352,1
2016,Q1,7.0248834158846885,7.462939740411791,-3.377644518594225,33215,0
2018,Q4,6.15253653282414,3.9462004488628617,-0.8365050120356834,59319,0
2018,Q1,7.604243116824717,10.865795339970669,3.3298207469843764,77642,0
2012,Q4,5.1292216477476575,2.843332628054107,4.871678396302045,44247,0
2012,Q2,7.0408327132133905,13.383568733071595,-1.8204016834038228,46048,0
2012,Q1,9.351720867264934,6.4641200477749035,0.3195569878317661,78532,0
2013,Q2,3.758050158460863,2.9700454546133024,0.11298024370488591,69714,0
2017,Q2,7.081218349006254,6.57032694525494,4.544015098310659,38319,0
2015,Q4,4.756878180109587,6.131156442127918,-0.21416267567226477,19025,0
2017,Q4,6.743996518139816,6.433784392405654,1.9910620539969779,12780,0
2010,Q4,7.628933355543641,8.783419402461703,4.217892331085261,25706,0
2017,Q1,0.4545250043579596,7.817605873703063,-1.266214404631599,45916,0
2013,Q3,6.466004439486619,2.24665697521354,4.021222382453876,78503,0
2020,Q4,2.2674118440694455,0.9836860896995447,4.174562218910134,33856,1
2010,Q4,6.700325378075668,10.941231730898108,4.306625039671307,12179,0
2017,Q1,4.683301859338135,8.395761538924702,-2.295538145285736,41623,0
2013,Q4,7.735527418648872,5.3850115211889555,-0.9964440573004154,20587,0
2015,Q1,1.2340081520559643,12.125367337471108,3.7039590822570183,26733,0
2017,Q2,6.2632235165619505,5.820877113914355,-1.4083817571958122,6975,0
2013,Q4,2.784707289275523,11.939476344009114,1.002530329335051,81455,0
2012,Q4,8.529819953305914,4.58634191268562,-3.8194549273994802,78138,0
2018,Q2,9.283835056363074,1.0926794631779964,-4.437250118887592,48463,0
2012,Q2,9.963982936790554,13.989595406998935,-0.8800601050782744,45154,0
2018,Q2,7.960074024272833,5.918266939220597,0.7891653259271747,78676,0
2022,Q4,7.537340704280045,11.890388592740669,-1.0730088664105866,89706,0
2011,Q3,2.1550075886755105,4.187161998334567,0.7773577016084197,31830,0
2011,Q3,3.3600705899010874,9.69547668185484,0.15084376171785063,75126,0
2011,Q3,4.6568254176227954,13.099663098865925,1.8570722928607584,49745,0
2015,Q4,7.733810477822497,0.6246603350997049,1.4953243106538983,33609,0
2012,Q2,9.149658650779687,12.459536470291338,-0.7575429679341994,20401,0
2022,Q4,1.8913910002298462,8.56999507457893,-0.7500475958013677,30729,0
2018,Q2,9.223674846701028,9.112076308628538,-3.59221659987768,48167,0
2013,Q4,6.95624652354058,7.84737001208974,0.13238572096459222,60391,0
2010,Q4,6.107707306850386,13.117126549254635,0.871791281356967,61171,0
2013,Q2,1.9984127128193951,0.6515003585345619,-0.23510602646173773,9647,0
2010,Q3,0.5552503280915055,3.9154258730377216,-1.74292664913001,24106,0
2014,Q2,5.684648985079399,13.13643808288733,2.2164854425173584,9015,0
2013,Q1,6.515156833288924,11.28518553797934,-4.253383553547759,24506,0
2017,Q1,2.1078144935468823,0.2646774026790877,4.144403697540472,27067,0
2017,Q2,5.564562058254564,7.75509424814563,-4.793565604542067,5056,0
2016,Q4,8.564934027625736,7.943590210690123,4.623501334382778,32328,0
2012,Q1,8.3506594545502,6.013232026918656,-0.3764439906533754,80712,0
2010,Q1,9.273551805862972,4.460899980929845,-0.873300559964588,55832,0
2010,Q4,3.6588580955688044,10.225872756185131,-2.4355598253681188,45771,0
2021,Q4,3.180495725509187,3.116856970571307,-4.8992886516771685,89805,1
2020,Q3,7.494260059808086,11.984228431075591,-2.252097355782002,49515,1
2012,Q4,4.31112405097005,12.045557411512076,-3.9060007453966605,67538,0
2015,Q2,0.8754866402778061,6.228921563592308,1.5982084269339474,71650,0
2016,Q2,2.8280113067049975,4.2532201636447144,-1.8092502767927376,81978,0
2015,Q3,4.185822855314891,4.258172723860698,2.6717932840366156,43151,0
2015,Q1,2.92516425476252,7.234369859943151,-2.9308381265388306,4629,0
2015,Q1,3.322055709473216,10.793688371240382,4.002348574321095,86463,0
2022,Q4,2.9377590617439076,5.3830303649078814,0.22981515105832528,31155,0
2012,Q2,0.41499167183079444,9.150650181866272,-3.8549380353101856,21288,0
2015,Q1,6.370947008244425,5.737266908738915,-0.9915476434652106,53588,0
2017,Q3,5.972924203534693,4.56784783727075,-2.9323947593023836,89951,0
2020,Q3,6.533834984786806,0.3728927387369124,-3.0031457383182083,39085,1
